"","titles","prices","years","transmissions","make.1","make.2"
"1728","Toyota AXIO",NA,"2008 ","Automatic",Toyota,AXIO
"1729","Honda CR-V","980000","2002 ","Automatic",Honda,CR-V
"1730","Toyota Vitz","1400000","2012 ","Automatic",Toyota,Vitz
"1731","Toyota Camry","380000","1998 ","Automatic",Toyota,Camry
"1732","Nissan Tiida","780000","2007 ","Automatic",Nissan,Tiida
"1733","BMW 220I M Sport","4950000","2016 ","Tiptronic",BMW,220I M Sport
"1734","BMW 1Series","2900000","2013 ","Automatic",BMW,1Series
"1735","Toyota Allion",NA,"2012 ","Automatic",Toyota,Allion
"1736","Toyota Fielder","1790000","2013 ","Tiptronic",Toyota,Fielder
"1737","Toyota AXIO","1599000","2013 ","Automatic",Toyota,AXIO
"1738","Honda CIVIC","720000","2001 ","Automatic",Honda,CIVIC
"1739","Toyota Vitz","1475000","2012 ","Automatic",Toyota,Vitz
"1740","Nissan lucino","5e+05","1997 ","Manual",Nissan,lucino
"1741","Honda CIVIC","580000","2000 ","Automatic",Honda,CIVIC
"1742","Nissan Sylphy",NA,"2003 ","Automatic",Nissan,Sylphy
"1743","Honda fit",NA,"2015 ","Automatic",Honda,fit
"1744","Mitsubishi ASX","3200000","2014 ","Automatic",Mitsubishi,ASX
"1745","Toyota TownAce",NA,"2012 ","Automatic",Toyota,TownAce
"1746","Toyota MARK 2","720000","2004 ","Automatic",Toyota,MARK 2
"1747","Toyota Corolla E111","5e+05","1997 ","Automatic",Toyota,Corolla E111
"1748","Mazda Demio","1185000","2014 ","Automatic",Mazda,Demio
"1749","BMW 3 Series","3950000","2013 ","Automatic",BMW,3 Series
"1750","Nissan LATIO","1490000","2013 ","Automatic",Nissan,LATIO
"1751","Toyota wish","820000","2004 ","Automatic",Toyota,wish
"1752","Honda Civic EX",NA,"2016 ","Automatic",Honda,Civic EX
"1753","Mitsubishi Lancer",NA,"2013 ","Automatic",Mitsubishi,Lancer
"1754","Toyota Mark X",NA,"2008 ","Automatic",Toyota,Mark X
"1755","Toyota Isis",NA,"2011 ","Automatic",Toyota,Isis
"1756","Toyota Altis","990000","2006 ","Automatic",Toyota,Altis
"1757","Nissan Sunny B15","530000","2002 ","Automatic",Nissan,Sunny B15
"1758","Honda Accord","3100000","2015 ","Automatic",Honda,Accord
"1759","Toyota Hiace",NA,"2012 ","Automatic",Toyota,Hiace
"1760","Toyota Voxy","2500000","2012 ","Automatic",Toyota,Voxy
"1761","Subaru  impreza","1930000","2013 ","Automatic",Subaru, impreza
"1762","Honda Civic Hybrid","1150000","2010 ","Automatic",Honda,Civic Hybrid
"1763","Nissan Sunny ","550000","2004 ","Automatic",Nissan,Sunny 
"1764","Toyota Premio G Superior",NA,"2013 ","Automatic",Toyota,Premio G Superior
"1765","Honda Integra","470000","1999 ","Automatic",Honda,Integra
"1766","Subaru  Impreza (G4)","1650000","2012 ","Automatic",Subaru, Impreza (G4)
"1767","Toyota Voxy",NA,"2011 ","Automatic",Toyota,Voxy
"1768","Mazda Demio","950000","2008 ","Automatic",Mazda,Demio
"1769","Volkswagen Amarok","2680000","2012 ","Manual",Volkswagen,Amarok
"1770","Honda CIVIC","1250000","2007 ","Automatic",Honda,CIVIC
"1771","Freightliner truck","3500000","2008 ","Automatic",Freightliner,truck
"1772","Nissan Sunny B13","250000","1991 ","Manual",Nissan,Sunny B13
"1773","Toyota wish","2050000","2012 ","Tiptronic",Toyota,wish
"1774","Mini Cooper ",NA,"2003 ","Manual",Mini,Cooper 
"1775","Toyota Alphard","1900000","2008 ","Tiptronic",Toyota,Alphard
"1776","BMW X3","6500000","2016 ","Automatic",BMW,X3
"1777","Toyota Voxy ZS","2950000","2012 ","Automatic",Toyota,Voxy ZS
"1778","Toyota  Mark X 250G",NA,"2013 ","Automatic",Toyota, Mark X 250G
"1779","Toyota wish",NA,"2014 ","Automatic",Toyota,wish
"1780","Honda Stream","1080000","2007 ","Automatic",Honda,Stream
"1781","Nissan Dualis ","1700000","2010 ","Automatic",Nissan,Dualis 
"1782","Dodge Ram","3500000","2011 ","Automatic",Dodge,Ram
"1783","BMW 328i ","3790000","2014 ","Automatic",BMW,328i 
"1784","Honda CR-V",NA,"2004 ","Automatic",Honda,CR-V
"1785","Toyota Isis Platana",NA,"2010 ","Automatic",Toyota,Isis Platana
"1786","Honda Civic ES1",NA,"2005 ","Automatic",Honda,Civic ES1
"1787","Suzuki Swift Sport","1675000","2012 ","Manual",Suzuki,Swift Sport
"1788","Honda CR-V EX","4250000","2015 ","Automatic",Honda,CR-V EX
"1789","Mitsubishi Canter",NA,"2006 ","Automatic",Mitsubishi,Canter
"1790","Toyota Voxy ZS","3e+06","2012 ","Automatic",Toyota,Voxy ZS
"1791","Honda Accord",NA,"2013 ","Automatic",Honda,Accord
"1792","Suzuki Swift RS","1200000","2012 ","Automatic",Suzuki,Swift RS
"1793","Nissan Wingroad","520000","2001 ","Automatic",Nissan,Wingroad
"1794","Toyota kingfish",NA,"2004 ","Automatic",Toyota,kingfish
"1795","Toyota Fielder",NA,"2011 ","Automatic",Toyota,Fielder
"1796","Toyota Allion","2280000","2013 ","Automatic",Toyota,Allion
"1797","Toyota Corolla","1480000","2011 ","Automatic",Toyota,Corolla
"1798","Suzuki Swift","180000","1993 ","Manual",Suzuki,Swift
"1799","Toyota tundra","3e+06","2006 ","Automatic",Toyota,tundra
"1800","Suzuki escudo","2399000","2012 ","Automatic",Suzuki,escudo
"1801","Honda Fit RS","1720000","2012 ","Automatic",Honda,Fit RS
"1802","Toyota MARK X (PREMIUM 250G)","3500000","2013 ","Automatic",Toyota,MARK X (PREMIUM 250G)
"1803","Lexus IS","1950000","2008 ","Manual",Lexus,IS
"1804","Subaru  Exiga Touring","2350000","2012 ","Automatic",Subaru, Exiga Touring
"1805","Honda Odyssey","540000","2001 ","Automatic",Honda,Odyssey
"1806","Toyota Voxy ZS","2850000","2013 ","Automatic",Toyota,Voxy ZS
"1807","Toyota TownAce",NA,"2012 ","Automatic",Toyota,TownAce
"1808","Nissan Sunny ","610","2005 ","Automatic",Nissan,Sunny 
"1809","Toyota Mark II","470","1996 ","Automatic",Toyota,Mark II
"1810","Toyota Voxy","1300000","2007 ","Automatic",Toyota,Voxy
"1811","Honda CIVIC","580000","2001 ","Automatic",Honda,CIVIC
"1812","Nissan Almera","550000","2004 ","Automatic",Nissan,Almera
"1813","Toyota Passo",NA,"2012 ","Automatic",Toyota,Passo
"1814","Honda Stream RSZ",NA,"2007 ","Automatic",Honda,Stream RSZ
"1815","Toyota AXIO","1750000","2013 ","Automatic",Toyota,AXIO
"1816","Honda Accord","2500000","2014 ","Automatic",Honda,Accord
"1817","Nissan Juke","1950000","2012 ","Automatic",Nissan,Juke
"1818","Nissan Lafesta","1090000","2011 ","Automatic",Nissan,Lafesta
"1819","Toyota RAV4","1200000","2005 ","Automatic",Toyota,RAV4
"1820","Nissan Wingroad",NA,"2011 ","Automatic",Nissan,Wingroad
"1821","Nissan Juke","1900000","2012 ","Automatic",Nissan,Juke
"1822","BMW 528i","6700000","2013 ","Automatic",BMW,528i
"1823","Nissan LATIO","1690000","2013 ","Automatic",Nissan,LATIO
"1824","Honda Ridgeline","1780000","2008 ","Automatic",Honda,Ridgeline
"1825","Nissan Pulsar","330000","1998 ","Automatic",Nissan,Pulsar
"1826","Toyota Altezza","830000","2002 ","Tiptronic",Toyota,Altezza
"1827","Toyota Voxy ZS","2750000","2012 ","Tiptronic",Toyota,Voxy ZS
"1828","Honda Torneo","440000","1998 ","Automatic",Honda,Torneo
"1829","Hyundai Tucson","650000","2006 ","Automatic",Hyundai,Tucson
"1830","Toyota Vitz","1450","2013 ","Automatic",Toyota,Vitz
"1831","BMW 320i","2800000","2011 ","Tiptronic",BMW,320i
"1832","Toyota Corolla Axio","1980000","2013 ","Automatic",Toyota,Corolla Axio
"1833","Nissan Tiida",NA,"2008 ","Automatic",Nissan,Tiida
"1834","Honda ACCORD","7e+05","1998 ","Automatic",Honda,ACCORD
"1835","Honda CR-V","4100000","2014 ","Automatic",Honda,CR-V
"1836","Subaru  impreza",NA,"2011 ","Automatic",Subaru, impreza
"1837","Toyota Vitz",NA,"2014 ","Automatic",Toyota,Vitz
"1838","Mercedes-Benz ML250","10200000","2017 ","Automatic",Mercedes-Benz,ML250
"1839","Subaru  Impreza G4","1850000","2013 ","Automatic",Subaru, Impreza G4
"1840","Honda CR-V","3300000","2012 ","Automatic",Honda,CR-V
"1841","Hino 338",NA,"2009 ","Manual",Hino,338
"1842","Toyota RUNX",NA,"2004 ","Automatic",Toyota,RUNX
"1843","Toyota wish","1990000","2012 ","Automatic",Toyota,wish
"1844","Honda HRV","3480000","2016 ","Tiptronic",Honda,HRV
"1845","BMW X6","8e+06","2012 ","Tiptronic",BMW,X6
"1846","BMW 320i","2500000","2011 ","Automatic",BMW,320i
"1847","Honda CR-V",NA,"2008 ","Automatic",Honda,CR-V
"1848","Honda Fit",NA,"2012 ","Automatic",Honda,Fit
"1849","Mitsubishi ASX","3900000","2016 ","Automatic",Mitsubishi,ASX
"1850","Toyota Allion","2350000","2013 ","Automatic",Toyota,Allion
"1851","Acura TL","3e+06","2009 ","Automatic",Acura,TL
"1852","Toyota Probox","1200000","2013 ","Automatic",Toyota,Probox
"1853","Toyota Voxy","2600000","2013 ","Automatic",Toyota,Voxy
"1854","Honda CIVIC",NA,"2005 ","Automatic",Honda,CIVIC
"1855","Mazda Premacy","1650000","2012 ","Automatic",Mazda,Premacy
"1856","Honda Accord","2300000","2011 ","Tiptronic",Honda,Accord
"1857","Toyota picnic","970000","2002 ","Automatic",Toyota,picnic
"1858","Suzuki swift","2180000","2014 ","Automatic",Suzuki,swift
"1859","Honda Torneo Sir",NA,"2000 ","Automatic",Honda,Torneo Sir
"1860","Toyota Hiace","1550000","2007 ","Automatic",Toyota,Hiace
"1861","Toyota Fielder","1530000","2012 ","Automatic",Toyota,Fielder
"1862","Toyota Vitz","1250000","2012 ","Automatic",Toyota,Vitz
"1863","Toyota wish","2350000","2013 ","Tiptronic",Toyota,wish
"1864","Toyota picnic","950000","2004 ","Automatic",Toyota,picnic
"1865","Toyota wish","1990000","2012 ","Automatic",Toyota,wish
"1866","Honda HRV","3700000","2017 ","Automatic",Honda,HRV
"1867","Toyota AXIO",NA,"2014 ","Manual",Toyota,AXIO
"1868","Toyota IPSUM","1100000","2006 ","Automatic",Toyota,IPSUM
"1869","Subaru  Impreza WRX STi","6300000","2014 ","Manual",Subaru, Impreza WRX STi
"1870","Toyota ipsum","1050000","2005 ","Automatic",Toyota,ipsum
"1871","Nissan AD Wagon","1099000","2013 ","Automatic",Nissan,AD Wagon
"1872","Land Rover Discovery","6e+06","2011 ","",Land,Rover Discovery
"1873","Suzuki Swift","590000","2006 ","Automatic",Suzuki,Swift
"1874","BMW 1Series","2400000","2012 ","Automatic",BMW,1Series
"1875","Suzuki Swift",NA,"2017 ","Manual",Suzuki,Swift
"1876","Toyota Levin","460000","1998 ","Automatic",Toyota,Levin
"1877","Chevrolet W4000",NA,"2005 ","Automatic",Chevrolet,W4000
"1878","Honda Vezel",NA,"2014 ","Tiptronic",Honda,Vezel
"1879","Suzuki Swift","1630000","2015 ","Automatic",Suzuki,Swift
"1880","Subaru  G4",NA,"2013 ","Automatic",Subaru, G4
"1881","Honda CR-V",NA,"2013 ","Automatic",Honda,CR-V
"1882","Honda Civic LX","2650000","2016 ","Automatic",Honda,Civic LX
"1883","Toyota picnic","980000","2003 ","Automatic",Toyota,picnic
"1884","Toyota Vitz","1200000","2012 ","Automatic",Toyota,Vitz
"1885","Toyota Vitz","860000","2009 ","Automatic",Toyota,Vitz
"1886","Toyota Fielder",NA,"2012 ","Automatic",Toyota,Fielder
"1887","Mercedes-Benz cls550","8500000","2014 ","Tiptronic",Mercedes-Benz,cls550
"1888","Toyota Corolla Axio","1999000","2014 ","Automatic",Toyota,Corolla Axio
"1889","Toyota AXIO","2100000","2014 ","Automatic",Toyota,AXIO
"1890","Toyota wish","1480000","2010 ","Automatic",Toyota,wish
"1891","Ford Escape","1650000","2011 ","Automatic",Ford,Escape
"1892","Nissan Sylphy","2050000","2013 ","Automatic",Nissan,Sylphy
"1893","Honda Stream","820000","2006 ","Automatic",Honda,Stream
"1894","Nissan Juke","2300000","2011 ","Automatic",Nissan,Juke
"1895","Subaru  impreza",NA,"2011 ","Automatic",Subaru, impreza
"1896","Toyota Vitz","1200000","2012 ","Automatic",Toyota,Vitz
"1897","International Truck",NA,"2005 ","Manual",International,Truck
"1898","Lexus IS250","2950000","2009 ","Tiptronic",Lexus,IS250
"1899","Mitsubishi Montero","850000","2003 ","Automatic",Mitsubishi,Montero
"1900","Toyota Land Cruiser",NA,"2002 ","Automatic",Toyota,Land Cruiser
"1901","Honda Acura","4750000","2014 ","Automatic",Honda,Acura
"1902","Honda CIVIC","180000","1991 ","Automatic",Honda,CIVIC
"1903","Honda Stepwagon","3200000","2014 ","Automatic",Honda,Stepwagon
"1904","Toyota Corolla Police Shape","480000","1997 ","Automatic",Toyota,Corolla Police Shape
"1905","Nissan AD Wagon","780000","2011 ","Automatic",Nissan,AD Wagon
"1906","Mazda Premacy","1980000","2015 ","Automatic",Mazda,Premacy
"1907","Audi A4","4e+06","2014 ","Tiptronic",Audi,A4
"1908","Toyota Rumion","2050000","2012 ","Automatic",Toyota,Rumion
"1909","Isuzu ELF","2480000","2005 ","Manual",Isuzu,ELF
"1910","Honda CIVIC","590000","1996 ","Automatic",Honda,CIVIC
"1911","Nissan march","850000","2012 ","Automatic",Nissan,march
"1912","Honda Inspire","430000","1998 ","Automatic",Honda,Inspire
"1913","Honda Odyssey","795","2004 ","Automatic",Honda,Odyssey
"1914","Toyota Voxy  GS",NA,"2013 ","Automatic",Toyota,Voxy  GS
"1915","Honda Stream","1690000","2010 ","Automatic",Honda,Stream
"1916","Toyota Corolla E110","480000","1996 ","Automatic",Toyota,Corolla E110
"1917","Subaru  Impreza Anesis","1250000","2011 ","Tiptronic",Subaru, Impreza Anesis
"1918","BMW 316i","680000","2001 ","Automatic",BMW,316i
"1919","Mitsubishi Colt","1100000","2012 ","Automatic",Mitsubishi,Colt
"1920","Nissan Frontier","2630000","2013 ","Automatic",Nissan,Frontier
"1921","Toyota Fortuner","3300000","2011 ","Automatic",Toyota,Fortuner
"1922","Toyota Allion","2450000","2013 ","Automatic",Toyota,Allion
"1923","Nissan Note","1480000","2014 ","Automatic",Nissan,Note
"1924","Toyota Kluger","1400000","2005 ","Automatic",Toyota,Kluger
"1925","BMW 320i","3700000","2013 ","Automatic",BMW,320i
"1926","Toyota AXIO",NA,"2012 ","Automatic",Toyota,AXIO
"1927","Honda CR-V","690000","1998 ","Automatic",Honda,CR-V
"1928","Nissan Tiida","750000","2007 ","Automatic",Nissan,Tiida
"1929","Toyota Corolla Flatty","270000","1989 ","Manual",Toyota,Corolla Flatty
"1930","Toyota Noah","1850000","2010 ","Automatic",Toyota,Noah
"1931","Toyota Noah","1250000","2006 ","Automatic",Toyota,Noah
"1932","Nissan B12","40000","1988 ","Tiptronic",Nissan,B12
"1933","Toyota Belta","920","2009 ","Automatic",Toyota,Belta
"1934","Subaru  Impreza G4","1700000","2012 ","Automatic",Subaru, Impreza G4
"1935","Honda CIVIC","1050000","2009 ","Automatic",Honda,CIVIC
"1936","Honda Civic EX","2500000","2015 ","Automatic",Honda,Civic EX
"1937","Honda CR-V","4750000","2017 ","Automatic",Honda,CR-V
"1938","Nissan Wingroad","1300000","2012 ","Automatic",Nissan,Wingroad
"1939","Isuzu Box Body Truck","890000","1996 ","Automatic",Isuzu,Box Body Truck
"1940","Toyota AXIO","2450000","2015 ","Automatic",Toyota,AXIO
"1941","Nissan Xtrail","1630000","2009 ","Automatic",Nissan,Xtrail
"1942","Nissan Tiida Latio","1120000","2010 ","Automatic",Nissan,Tiida Latio
"1943","Toyota Succeed","1400000","2013 ","Automatic",Toyota,Succeed
"1944","Nissan Tiida","790000","2007 ","Automatic",Nissan,Tiida
"1945","Nissan LATIO","1400000","2012 ","Automatic",Nissan,LATIO
"1946","Lexus IS250","4800000","2015 ","Tiptronic",Lexus,IS250
"1947","Honda Fit RS","1100000","2010 ","Automatic",Honda,Fit RS
"1948","Nissan Caravan","2400000","2013 ","Automatic",Nissan,Caravan
"1949","Nissan Tiida",NA,"2012 ","Automatic",Nissan,Tiida
"1950","Honda Integra","180000","1992 ","Automatic",Honda,Integra
"1951","Toyota Axio (2wd)","1360000","2008 ","Automatic",Toyota,Axio (2wd)
"1952","Toyota Axio (2wd)","1830000","2013 ","Automatic",Toyota,Axio (2wd)
"1953","Toyota Yaris","1400000","2012 ","Automatic",Toyota,Yaris
"1954","Toyota kingfish","870000","2003 ","Automatic",Toyota,kingfish
"1955","Toyota Isis Platana","2050000","2012 ","Automatic",Toyota,Isis Platana
"1956","Suzuki Grand Vitara","1550000","2009 ","Automatic",Suzuki,Grand Vitara
"1957","Honda Civic EX-L","2350000","2015 ","Automatic",Honda,Civic EX-L
"1958","BMW 328i","2450000","2011 ","Tiptronic",BMW,328i
"1959","Toyota Vitz","1250000","2012 ","Automatic",Toyota,Vitz
"1960","Nissan Lafesta","8e+05","2006 ","Automatic",Nissan,Lafesta
"1961","Toyota Avensis","2200000","2012 ","Tiptronic",Toyota,Avensis
"1962","Nissan Sunny B14","350000","1997 ","Automatic",Nissan,Sunny B14
"1963","Ford Focus","2800000","2014 ","Manual",Ford,Focus
"1964","Honda Fit","1990000","2015 ","Automatic",Honda,Fit
"1965","Toyota Probox",NA,"2013 ","Automatic",Toyota,Probox
"1966","BMW 320i","1700000","2008 ","Tiptronic",BMW,320i
"1967","Honda Inspire","1290000","2008 ","Automatic",Honda,Inspire
"1968","Nissan Sunny ","590000","2005 ","Automatic",Nissan,Sunny 
"1969","Nissan Note",NA,"2012 ","Automatic",Nissan,Note
"1970","Subaru  impreza","8e+05","2007 ","Automatic",Subaru, impreza
"1971","Honda Accord","3400000","2013 ","Automatic",Honda,Accord
"1972","Honda Fit","1870000","2014 ","Automatic",Honda,Fit
"1973","Honda HRV","3900000","2017 ","Automatic",Honda,HRV
"1974","Suzuki Swift","1395000","2014 ","Automatic",Suzuki,Swift
"1975","Nissan Tiida Latio","1095000","2012 ","Automatic",Nissan,Tiida Latio
"1976","Toyota Tercel","350000","1995 ","Automatic",Toyota,Tercel
"1977","Toyota Corolla","880000","2003 ","Automatic",Toyota,Corolla
"1978","Nissan AD Wagon",NA,"2013 ","Automatic",Nissan,AD Wagon
"1979","Mitsubishi Freezer Truck","1900000","2003 ","Manual",Mitsubishi,Freezer Truck
"1980","Honda CR-V","1830000","2008 ","Automatic",Honda,CR-V
"1981","Nissan Tiida","8e+05","2009 ","Automatic",Nissan,Tiida
"1982","Mercedes-Benz E350 coupe","4750000","2011 ","Automatic",Mercedes-Benz,E350 coupe
"1983","Toyota Probox FX","1320000","2013 ","Automatic",Toyota,Probox FX
"1984","Toyota Axio (2wd)","1980000","2014 ","Automatic",Toyota,Axio (2wd)
"1985","Honda CIVIC","1500000","2012 ","Automatic",Honda,CIVIC
"1986","Mazda Premacy","1250000","2010 ","Automatic",Mazda,Premacy
"1987","Toyota Fielder","1870000","2013 ","Automatic",Toyota,Fielder
"1988","Subaru  Legacy",NA,"2012 ","Automatic",Subaru, Legacy
"1989","Toyota Corolla E111","520000","1998 ","Automatic",Toyota,Corolla E111
"1990","Toyota Fielder","1250000","2008 ","Automatic",Toyota,Fielder
"1991","Volkswagen Golf GTI","2700000","2012 ","Automatic",Volkswagen,Golf GTI
"1992","Nissan AD Wagon","1100000","2013 ","Automatic",Nissan,AD Wagon
"1993","Toyota corolla GLI","2900000","2015 ","Automatic",Toyota,corolla GLI
"1994","Honda Accord","3200000","2013 ","Automatic",Honda,Accord
"1995","BMW 5Series","4550000","2013 ","Tiptronic",BMW,5Series
"1996","Mazda Axela",NA,"2013 ","Automatic",Mazda,Axela
"1997","Mitsubishi Mirage",NA,"1999 ","Automatic",Mitsubishi,Mirage
"1998","Toyota Fielder","1600000","2011 ","Automatic",Toyota,Fielder
"1999","Toyota Hiace","3550000","2015 ","Automatic",Toyota,Hiace
"2000","Isuzu ELF FREEZER TRUCK","2300000","2004 ","Manual",Isuzu,ELF FREEZER TRUCK
"2001","Toyota Probox",NA,"2013 ","Automatic",Toyota,Probox
"2002","Mazda Axela Sport","2e+06","2013 ","Automatic",Mazda,Axela Sport
"2003","Suzuki Swift","1e+05","1991 ","Automatic",Suzuki,Swift
"2004","Toyota Corolla Wagon","470000","1999 ","Automatic",Toyota,Corolla Wagon
"2005","Toyota Vitz","1200000","2013 ","Automatic",Toyota,Vitz
"2006","Toyota Probox","1250000","2013 ","Automatic",Toyota,Probox
"2007","Toyota Voxy zs GS","2680000","2012 ","Automatic",Toyota,Voxy zs GS
"2008","Honda CIVIC","535000","2000 ","Automatic",Honda,CIVIC
"2009","Lexus IS250","2e+06","2008 ","Automatic",Lexus,IS250
"2010","Toyota Corolla","4e+05","2001 ","Manual",Toyota,Corolla
"2011","Lexus HS250","1700000","2010 ","Automatic",Lexus,HS250
"2012","Toyota Corolla XLI","2190000","2013 ","Automatic",Toyota,Corolla XLI
"2013","Honda Accord","3850000","2016 ","Tiptronic",Honda,Accord
"2014","Toyota wish","3500000","2014 ","Automatic",Toyota,wish
"2015","Honda CIVIC","520000","1997 ","Automatic",Honda,CIVIC
"2016","Daihatsu Hijet Pick Up Truck","730000","2009 ","Manual",Daihatsu,Hijet Pick Up Truck
"2017","Nissan Sunny ","480000","2004 ","Automatic",Nissan,Sunny 
"2018","Subaru  Legacy","1600000","2010 ","Automatic",Subaru, Legacy
"2019","Toyota Vitz",NA,"2010 ","Automatic",Toyota,Vitz
"2020","Mazda Demio",NA,"2012 ","Automatic",Mazda,Demio
"2021","Mitsubishi canter truck","2450000","2006 ","Automatic",Mitsubishi,canter truck
"2022","Nissan Blue Bird Sylphy","1500000","2007 ","Automatic",Nissan,Blue Bird Sylphy
"2023","Honda Fit","1970000","2015 ","Automatic",Honda,Fit
"2024","Nissan AD Wagon","870000","2012 ","Automatic",Nissan,AD Wagon
"2025","Audi TT","2800000","2009 ","Manual",Audi,TT
"2026","Nissan Tiida","1220000","2012 ","Automatic",Nissan,Tiida
"2027","Honda Fit",NA,"2012 ","Automatic",Honda,Fit
"2028","Nissan Caravan","8e+05","2008 ","Automatic",Nissan,Caravan
"2029","Toyota Tacoma","5300000","2015 ","Automatic",Toyota,Tacoma
"2030","Honda Fit","1850000","2015 ","Automatic",Honda,Fit
"2031","Honda Accord","180000","1995 ","Automatic",Honda,Accord
"2032","Honda CR-V","2e+06","2009 ","Automatic",Honda,CR-V
"2033","Honda Fit","590000","2004 ","Automatic",Honda,Fit
"2034","Suzuki Swift","850000","2010 ","Automatic",Suzuki,Swift
"2035","Isuzu forward","4450000","2007 ","Manual",Isuzu,forward
"2036","Subaru  impreza","1950000","2013 ","Automatic",Subaru, impreza
"2037","BMW 323i","3200000","2013 ","Tiptronic",BMW,323i
"2038","Toyota Allion","2450000","2014 ","Automatic",Toyota,Allion
"2039","Toyota Hiace",NA,"2012 ","Automatic",Toyota,Hiace
"2040","Toyota carolla","450000","1998 ","Manual",Toyota,carolla
"2041","Nissan AD Wagon","980000","2012 ","Automatic",Nissan,AD Wagon
"2042","Toyota Corolla Wagon","480000","1996 ","Automatic",Toyota,Corolla Wagon
